Country,Sector,Year of Date,Month of Date,Unit,Value
Denmark,Industrial,2019,April,Million Cubic Meter,58.590725
Denmark,Household,2019,April,Million Cubic Meter,148.37156
Denmark,Power,2019,May,Million Cubic Meter,22.057143
Denmark,Industrial,2019,May,Million Cubic Meter,69.18803
Denmark,Household,2019,May,Million Cubic Meter,127.690468
Denmark,Power,2019,June,Million Cubic Meter,14.091429
Denmark,Industrial,2019,June,Million Cubic Meter,57.795076
Denmark,Household,2019,June,Million Cubic Meter,92.113495
Denmark,Power,2019,July,Million Cubic Meter,14.6
Denmark,Industrial,2019,July,Million Cubic Meter,57.090258
Denmark,Household,2019,July,Million Cubic Meter,90.309742
Denmark,Power,2019,August,Million Cubic Meter,16.32
Denmark,Industrial,2019,August,Million Cubic Meter,63.081211
Denmark,Household,2019,August,Million Cubic Meter,99.598789
Denmark,Power,2019,September,Million Cubic Meter,16.554286
Denmark,Industrial,2019,September,Million Cubic Meter,63.490119
Denmark,Household,2019,September,Million Cubic Meter,110.955595
Denmark,Power,2019,October,Million Cubic Meter,34.52381
Denmark,Industrial,2019,October,Million Cubic Meter,71.95869
Denmark,Household,2019,October,Million Cubic Meter,160.470578
Denmark,Power,2019,November,Million Cubic Meter,42.034
Denmark,Industrial,2019,November,Million Cubic Meter,68.183289
Denmark,Household,2019,November,Million Cubic Meter,210.783187
Denmark,Power,2019,December,Million Cubic Meter,38.951
Denmark,Industrial,2019,December,Million Cubic Meter,55.323117
Denmark,Household,2019,December,Million Cubic Meter,226.609026
Finland,Power,2024,January,Million Cubic Meter,49.044762
Finland,Industrial,2024,January,Million Cubic Meter,70.506195
Finland,Household,2024,January,Million Cubic Meter,111.084879
Finland,Power,2024,February,Million Cubic Meter,38.282238
Finland,Industrial,2024,February,Million Cubic Meter,67.733641
Finland,Household,2024,February,Million Cubic Meter,98.260287
Finland,Power,2024,March,Million Cubic Meter,39.323371
Finland,Industrial,2024,March,Million Cubic Meter,60.482236
Finland,Household,2024,March,Million Cubic Meter,72.595393
Finland,Power,2024,April,Million Cubic Meter,28.177048
Finland,Industrial,2024,April,Million Cubic Meter,45.792403
Finland,Household,2024,April,Million Cubic Meter,49.61755
Finland,Power,2024,May,Million Cubic Meter,9.313952
Finland,Industrial,2024,May,Million Cubic Meter,49.32972
Finland,Household,2024,May,Million Cubic Meter,48.403328
Finland,Power,2024,June,Million Cubic Meter,7.671714
Finland,Industrial,2024,June,Million Cubic Meter,65.064566
Finland,Household,2024,June,Million Cubic Meter,62.737281
Finland,Power,2024,July,Million Cubic Meter,5.402286
Finland,Industrial,2024,July,Million Cubic Meter,65.102763
Finland,Household,2024,July,Million Cubic Meter,63.391406
Finland,Power,2024,August,Million Cubic Meter,4.413095
Finland,Industrial,2024,August,Million Cubic Meter,50.798708
Finland,Household,2024,August,Million Cubic Meter,50.902367
Finland,Power,2024,September,Million Cubic Meter,7.231381
Finland,Industrial,2024,September,Million Cubic Meter,61.418186
Finland,Household,2024,September,Million Cubic Meter,66.2534
Finland,Power,2024,October,Million Cubic Meter,12.681642
Finland,Industrial,2024,October,Million Cubic Meter,62.604085
Finland,Household,2024,October,Million Cubic Meter,77.101274
Finland,Power,2024,November,Million Cubic Meter,15.759429
Finland,Industrial,2024,November,Million Cubic Meter,36.690723
Finland,Household,2024,November,Million Cubic Meter,55.036848
Finland,Power,2024,December,Million Cubic Meter,17.53219
Finland,Industrial,2024,December,Million Cubic Meter,51.343166
Finland,Household,2024,December,Million Cubic Meter,101.501644
Finland,Power,2023,January,Million Cubic Meter,31.98339
Finland,Industrial,2023,January,Million Cubic Meter,37.893318
Finland,Household,2023,January,Million Cubic Meter,64.796685
Finland,Power,2023,February,Million Cubic Meter,39.773434
Finland,Industrial,2023,February,Million Cubic Meter,44.824948
Finland,Household,2023,February,Million Cubic Meter,64.411158
Finland,Power,2023,March,Million Cubic Meter,35.18353
Finland,Industrial,2023,March,Million Cubic Meter,38.915144
Finland,Household,2023,March,Million Cubic Meter,59.653326
Finland,Power,2023,April,Million Cubic Meter,31.51845
Finland,Industrial,2023,April,Million Cubic Meter,25.487121
Finland,Household,2023,April,Million Cubic Meter,20.006429
Finland,Power,2023,May,Million Cubic Meter,25.098978
Finland,Industrial,2023,May,Million Cubic Meter,56.009507
Finland,Household,2023,May,Million Cubic Meter,58.583514
Finland,Power,2023,June,Million Cubic Meter,22.942299
Finland,Industrial,2023,June,Million Cubic Meter,43.057076
Finland,Household,2023,June,Million Cubic Meter,33.912625
Finland,Power,2023,July,Million Cubic Meter,22.332649
Finland,Industrial,2023,July,Million Cubic Meter,48.590474
Finland,Household,2023,July,Million Cubic Meter,41.828876
Finland,Power,2023,August,Million Cubic Meter,24.295139
Finland,Industrial,2023,August,Million Cubic Meter,62.111147
Finland,Household,2023,August,Million Cubic Meter,52.111204
Finland,Power,2023,September,Million Cubic Meter,21.333721
Finland,Industrial,2023,September,Million Cubic Meter,50.971082
Finland,Household,2023,September,Million Cubic Meter,47.00197
Finland,Power,2023,October,Million Cubic Meter,20.113187
Finland,Industrial,2023,October,Million Cubic Meter,104.548005
Finland,Household,2023,October,Million Cubic Meter,173.238808
Finland,Power,2023,November,Million Cubic Meter,28.014381
Finland,Industrial,2023,November,Million Cubic Meter,47.314812
Finland,Household,2023,November,Million Cubic Meter,82.625781
Finland,Power,2023,December,Million Cubic Meter,41.619048
Finland,Industrial,2023,December,Million Cubic Meter,50.990247
Finland,Household,2023,December,Million Cubic Meter,102.108666
Finland,Power,2022,January,Million Cubic Meter,44.520088
Finland,Industrial,2022,January,Million Cubic Meter,74.549124
Finland,Household,2022,January,Million Cubic Meter,59.825788
Finland,Power,2022,February,Million Cubic Meter,33.433657
Finland,Industrial,2022,February,Million Cubic Meter,65.462144
Finland,Household,2022,February,Million Cubic Meter,50.999198
Finland,Power,2022,March,Million Cubic Meter,34.216103
Finland,Industrial,2022,March,Million Cubic Meter,72.518291
Finland,Household,2022,March,Million Cubic Meter,55.600606
Finland,Power,2022,April,Million Cubic Meter,20.696581
Finland,Industrial,2022,April,Million Cubic Meter,46.771358
Finland,Household,2022,April,Million Cubic Meter,28.627061
Finland,Power,2022,May,Million Cubic Meter,26.45944
Finland,Industrial,2022,May,Million Cubic Meter,57.283704
Finland,Household,2022,May,Million Cubic Meter,19.151856
Finland,Power,2022,June,Million Cubic Meter,23.03825
Finland,Industrial,2022,June,Million Cubic Meter,54.872988
Finland,Household,2022,June,Million Cubic Meter,15.613762
Finland,Power,2022,July,Million Cubic Meter,26.621377
Finland,Industrial,2022,July,Million Cubic Meter,49.76383
Finland,Household,2022,July,Million Cubic Meter,8.431793
Finland,Power,2022,August,Million Cubic Meter,21.04119
Finland,Industrial,2022,August,Million Cubic Meter,59.197114
Finland,Household,2022,August,Million Cubic Meter,20.656695
Finland,Power,2022,September,Million Cubic Meter,16.39716
Finland,Industrial,2022,September,Million Cubic Meter,41.83357
Finland,Household,2022,September,Million Cubic Meter,15.58627
Finland,Power,2022,October,Million Cubic Meter,25.540044
Finland,Industrial,2022,October,Million Cubic Meter,35.086306
Finland,Household,2022,October,Million Cubic Meter,8.61565
Finland,Power,2022,November,Million Cubic Meter,34.484343
Finland,Industrial,2022,November,Million Cubic Meter,35.243974
Finland,Household,2022,November,Million Cubic Meter,9.166683
Finland,Power,2022,December,Million Cubic Meter,35.24792
Finland,Industrial,2022,December,Million Cubic Meter,36.236718
Finland,Household,2022,December,Million Cubic Meter,17.610362
Finland,Power,2021,January,Million Cubic Meter,120.090672
Finland,Industrial,2021,January,Million Cubic Meter,91.802672
Finland,Household,2021,January,Million Cubic Meter,147.006656
Finland,Power,2021,February,Million Cubic Meter,114.00055
Finland,Industrial,2021,February,Million Cubic Meter,99.256461
Finland,Household,2021,February,Million Cubic Meter,146.642988
Finland,Power,2021,March,Million Cubic Meter,106.872579
Finland,Industrial,2021,March,Million Cubic Meter,76.562873
Finland,Household,2021,March,Million Cubic Meter,84.464548
Finland,Power,2021,April,Million Cubic Meter,70.180813
Finland,Industrial,2021,April,Million Cubic Meter,74.247313
Finland,Household,2021,April,Million Cubic Meter,83.471874
Finland,Power,2021,May,Million Cubic Meter,45.978276
Finland,Industrial,2021,May,Million Cubic Meter,40.330899
Finland,Household,2021,May,Million Cubic Meter,15.590825
Finland,Power,2021,June,Million Cubic Meter,37.373661
Finland,Industrial,2021,June,Million Cubic Meter,51.049972
Finland,Household,2021,June,Million Cubic Meter,31.471367
Finland,Power,2021,July,Million Cubic Meter,36.946554
Finland,Industrial,2021,July,Million Cubic Meter,65.101009
Finland,Household,2021,July,Million Cubic Meter,50.847437
Finland,Power,2021,August,Million Cubic Meter,39.844916
Finland,Industrial,2021,August,Million Cubic Meter,60.843119
Finland,Household,2021,August,Million Cubic Meter,42.206965
Finland,Power,2021,September,Million Cubic Meter,42.4666
Finland,Industrial,2021,September,Million Cubic Meter,70.970467
Finland,Household,2021,September,Million Cubic Meter,61.457933
Finland,Power,2021,October,Million Cubic Meter,40.204272
Finland,Industrial,2021,October,Million Cubic Meter,50.794675
Finland,Household,2021,October,Million Cubic Meter,55.896052
Finland,Power,2021,November,Million Cubic Meter,47.09133
Finland,Industrial,2021,November,Million Cubic Meter,31.692571
Finland,Household,2021,November,Million Cubic Meter,32.111099
Finland,Power,2021,December,Million Cubic Meter,93.125476
Finland,Industrial,2021,December,Million Cubic Meter,62.650387
Finland,Household,2021,December,Million Cubic Meter,99.119137
Finland,Power,2020,January,Million Cubic Meter,190.386594
Finland,Industrial,2020,January,Million Cubic Meter,58.41387
Finland,Household,2020,January,Million Cubic Meter,6.199536
Finland,Power,2020,February,Million Cubic Meter,79.673484
Finland,Industrial,2020,February,Million Cubic Meter,57.411557
Finland,Household,2020,February,Million Cubic Meter,93.414959
Finland,Power,2020,March,Million Cubic Meter,79.552099
Finland,Industrial,2020,March,Million Cubic Meter,61.789149
Finland,Household,2020,March,Million Cubic Meter,97.158752
Finland,Power,2020,April,Million Cubic Meter,55.11137
Finland,Industrial,2020,April,Million Cubic Meter,54.730542
Finland,Household,2020,April,Million Cubic Meter,73.158088
Finland,Power,2020,May,Million Cubic Meter,56.202356
Finland,Industrial,2020,May,Million Cubic Meter,60.528136
Finland,Household,2020,May,Million Cubic Meter,47.269508
Finland,Power,2020,June,Million Cubic Meter,44.942267
Finland,Industrial,2020,June,Million Cubic Meter,66.246284
Finland,Household,2020,June,Million Cubic Meter,54.811449
Finland,Power,2020,July,Million Cubic Meter,32.808682
Finland,Industrial,2020,July,Million Cubic Meter,61.85647
Finland,Household,2020,July,Million Cubic Meter,60.334848
Finland,Power,2020,August,Million Cubic Meter,47.598665
Finland,Industrial,2020,August,Million Cubic Meter,67.443506
Finland,Household,2020,August,Million Cubic Meter,53.957829
Finland,Power,2020,September,Million Cubic Meter,67.963781
Finland,Industrial,2020,September,Million Cubic Meter,76.952022
Finland,Household,2020,September,Million Cubic Meter,58.084197
Finland,Power,2020,October,Million Cubic Meter,81.294619
Finland,Industrial,2020,October,Million Cubic Meter,64.612485
Finland,Household,2020,October,Million Cubic Meter,56.592896
Finland,Power,2020,November,Million Cubic Meter,60.24235
Finland,Industrial,2020,November,Million Cubic Meter,54.276003
Finland,Household,2020,November,Million Cubic Meter,94.981646
Finland,Power,2020,December,Million Cubic Meter,90.502672
Finland,Industrial,2020,December,Million Cubic Meter,55.754333
Finland,Household,2020,December,Million Cubic Meter,108.242995
Finland,Power,2019,January,Million Cubic Meter,143.198095
Finland,Industrial,2019,January,Million Cubic Meter,82.250496
Finland,Household,2019,January,Million Cubic Meter,158.551409
Finland,Power,2019,February,Million Cubic Meter,113.424762
Finland,Industrial,2019,February,Million Cubic Meter,65.105932
Finland,Household,2019,February,Million Cubic Meter,99.469306
Finland,Power,2019,March,Million Cubic Meter,89.588571
Finland,Industrial,2019,March,Million Cubic Meter,65.688186
Finland,Household,2019,March,Million Cubic Meter,113.723243
Finland,Power,2019,April,Million Cubic Meter,46.232381
Finland,Industrial,2019,April,Million Cubic Meter,60.533322
Finland,Household,2019,April,Million Cubic Meter,106.234297
Finland,Power,2019,May,Million Cubic Meter,26.36381
Finland,Industrial,2019,May,Million Cubic Meter,54.90007
Finland,Household,2019,May,Million Cubic Meter,73.73612
Finland,Power,2019,June,Million Cubic Meter,13.573333
Finland,Industrial,2019,June,Million Cubic Meter,59.55007
Finland,Household,2019,June,Million Cubic Meter,81.876597
Finland,Power,2019,July,Million Cubic Meter,22.097143
Finland,Industrial,2019,July,Million Cubic Meter,58.781682
Finland,Household,2019,July,Million Cubic Meter,72.121175
Finland,Power,2019,August,Million Cubic Meter,20.952
Finland,Industrial,2019,August,Million Cubic Meter,57.6291
Finland,Household,2019,August,Million Cubic Meter,71.418519
Finland,Power,2019,September,Million Cubic Meter,44.571
Finland,Industrial,2019,September,Million Cubic Meter,61.91298
Finland,Household,2019,September,Million Cubic Meter,63.515591
Finland,Power,2019,October,Million Cubic Meter,65.143
Finland,Industrial,2019,October,Million Cubic Meter,63.272352
Finland,Household,2019,October,Million Cubic Meter,79.584791
Finland,Power,2019,November,Million Cubic Meter,71.429
Finland,Industrial,2019,November,Million Cubic Meter,50.792352
Finland,Household,2019,November,Million Cubic Meter,85.779077
Finland,Power,2019,December,Million Cubic Meter,79.048
Finland,Industrial,2019,December,Million Cubic Meter,46.147844
Finland,Household,2019,December,Million Cubic Meter,100.804537
France,Power,2024,January,Million Cubic Meter,372
France,Industrial,2024,January,Million Cubic Meter,1068
France,Household,2024,January,Million Cubic Meter,3839
France,Power,2024,February,Million Cubic Meter,155
France,Industrial,2024,February,Million Cubic Meter,922
France,Household,2024,February,Million Cubic Meter,2670
France,Power,2024,March,Million Cubic Meter,165
France,Industrial,2024,March,Million Cubic Meter,920
France,Household,2024,March,Million Cubic Meter,2441
France,Power,2024,April,Million Cubic Meter,46
France,Industrial,2024,April,Million Cubic Meter,757
France,Household,2024,April,Million Cubic Meter,1708
France,Power,2024,May,Million Cubic Meter,8
France,Industrial,2024,May,Million Cubic Meter,750
France,Household,2024,May,Million Cubic Meter,1002
France,Power,2024,June,Million Cubic Meter,20
France,Industrial,2024,June,Million Cubic Meter,702
France,Household,2024,June,Million Cubic Meter,725
France,Power,2024,July,Million Cubic Meter,50
France,Industrial,2024,July,Million Cubic Meter,707
France,Household,2024,July,Million Cubic Meter,617
France,Power,2024,August,Million Cubic Meter,55
France,Industrial,2024,August,Million Cubic Meter,621
France,Household,2024,August,Million Cubic Meter,443
France,Power,2024,September,Million Cubic Meter,63
France,Industrial,2024,September,Million Cubic Meter,748
France,Household,2024,September,Million Cubic Meter,726
France,Power,2024,October,Million Cubic Meter,59
France,Industrial,2024,October,Million Cubic Meter,843
France,Household,2024,October,Million Cubic Meter,1262
France,Power,2024,November,Million Cubic Meter,282
France,Industrial,2024,November,Million Cubic Meter,955
France,Household,2024,November,Million Cubic Meter,2543
France,Power,2024,December,Million Cubic Meter,226
France,Industrial,2024,December,Million Cubic Meter,1005
France,Household,2024,December,Million Cubic Meter,3364
France,Power,2023,January,Million Cubic Meter,428
France,Industrial,2023,January,Million Cubic Meter,997
France,Household,2023,January,Million Cubic Meter,3671
France,Power,2023,February,Million Cubic Meter,555
France,Industrial,2023,February,Million Cubic Meter,951
France,Household,2023,February,Million Cubic Meter,3130
France,Power,2023,March,Million Cubic Meter,333
France,Industrial,2023,March,Million Cubic Meter,957
France,Household,2023,March,Million Cubic Meter,2728
France,Power,2023,April,Million Cubic Meter,288
France,Industrial,2023,April,Million Cubic Meter,744
France,Household,2023,April,Million Cubic Meter,1874
France,Power,2023,May,Million Cubic Meter,162
France,Industrial,2023,May,Million Cubic Meter,709
France,Household,2023,May,Million Cubic Meter,937
France,Power,2023,June,Million Cubic Meter,266
France,Industrial,2023,June,Million Cubic Meter,661
France,Household,2023,June,Million Cubic Meter,598
France,Power,2023,July,Million Cubic Meter,267
France,Industrial,2023,July,Million Cubic Meter,660
France,Household,2023,July,Million Cubic Meter,544
France,Power,2023,August,Million Cubic Meter,232
France,Industrial,2023,August,Million Cubic Meter,625
France,Household,2023,August,Million Cubic Meter,501
France,Power,2023,September,Million Cubic Meter,189
France,Industrial,2023,September,Million Cubic Meter,699
France,Household,2023,September,Million Cubic Meter,602
France,Power,2023,October,Million Cubic Meter,167
France,Industrial,2023,October,Million Cubic Meter,863
France,Household,2023,October,Million Cubic Meter,1070
France,Power,2023,November,Million Cubic Meter,264
France,Industrial,2023,November,Million Cubic Meter,992
France,Household,2023,November,Million Cubic Meter,2522
France,Power,2023,December,Million Cubic Meter,274
France,Industrial,2023,December,Million Cubic Meter,1041
France,Household,2023,December,Million Cubic Meter,3126
France,Power,2022,January,Million Cubic Meter,555
France,Industrial,2022,January,Million Cubic Meter,1226
France,Household,2022,January,Million Cubic Meter,4382
France,Power,2022,February,Million Cubic Meter,343
France,Industrial,2022,February,Million Cubic Meter,1028
France,Household,2022,February,Million Cubic Meter,3252
France,Power,2022,March,Million Cubic Meter,565
France,Industrial,2022,March,Million Cubic Meter,987
France,Household,2022,March,Million Cubic Meter,2784
France,Power,2022,April,Million Cubic Meter,487
France,Industrial,2022,April,Million Cubic Meter,831
France,Household,2022,April,Million Cubic Meter,1959
France,Power,2022,May,Million Cubic Meter,432
France,Industrial,2022,May,Million Cubic Meter,804
France,Household,2022,May,Million Cubic Meter,866
France,Power,2022,June,Million Cubic Meter,366
France,Industrial,2022,June,Million Cubic Meter,743
France,Household,2022,June,Million Cubic Meter,664
France,Power,2022,July,Million Cubic Meter,475
France,Industrial,2022,July,Million Cubic Meter,734
France,Household,2022,July,Million Cubic Meter,566
France,Power,2022,August,Million Cubic Meter,442
France,Industrial,2022,August,Million Cubic Meter,675
France,Household,2022,August,Million Cubic Meter,506
France,Power,2022,September,Million Cubic Meter,479
France,Industrial,2022,September,Million Cubic Meter,783
France,Household,2022,September,Million Cubic Meter,786
France,Power,2022,October,Million Cubic Meter,571
France,Industrial,2022,October,Million Cubic Meter,849
France,Household,2022,October,Million Cubic Meter,1020
France,Power,2022,November,Million Cubic Meter,535
France,Industrial,2022,November,Million Cubic Meter,965
France,Household,2022,November,Million Cubic Meter,2284
France,Power,2022,December,Million Cubic Meter,513
France,Industrial,2022,December,Million Cubic Meter,1066
France,Household,2022,December,Million Cubic Meter,3677
France,Power,2021,January,Million Cubic Meter,471
France,Industrial,2021,January,Million Cubic Meter,1300
France,Household,2021,January,Million Cubic Meter,4549
France,Power,2021,February,Million Cubic Meter,334
France,Industrial,2021,February,Million Cubic Meter,1110
France,Household,2021,February,Million Cubic Meter,3489
France,Power,2021,March,Million Cubic Meter,354
France,Industrial,2021,March,Million Cubic Meter,1158
France,Household,2021,March,Million Cubic Meter,3320
France,Power,2021,April,Million Cubic Meter,427
France,Industrial,2021,April,Million Cubic Meter,967
France,Household,2021,April,Million Cubic Meter,2358
France,Power,2021,May,Million Cubic Meter,130
France,Industrial,2021,May,Million Cubic Meter,928
France,Household,2021,May,Million Cubic Meter,1642
France,Power,2021,June,Million Cubic Meter,197
France,Industrial,2021,June,Million Cubic Meter,841
France,Household,2021,June,Million Cubic Meter,708
France,Power,2021,July,Million Cubic Meter,189
France,Industrial,2021,July,Million Cubic Meter,816
France,Household,2021,July,Million Cubic Meter,665
France,Power,2021,August,Million Cubic Meter,67
France,Industrial,2021,August,Million Cubic Meter,771
France,Household,2021,August,Million Cubic Meter,584
France,Power,2021,September,Million Cubic Meter,225
France,Industrial,2021,September,Million Cubic Meter,836
France,Household,2021,September,Million Cubic Meter,748
France,Power,2021,October,Million Cubic Meter,258
France,Industrial,2021,October,Million Cubic Meter,964
France,Household,2021,October,Million Cubic Meter,1835
France,Power,2021,November,Million Cubic Meter,566
France,Industrial,2021,November,Million Cubic Meter,1180
France,Household,2021,November,Million Cubic Meter,3439
France,Power,2021,December,Million Cubic Meter,515
France,Industrial,2021,December,Million Cubic Meter,1224
France,Household,2021,December,Million Cubic Meter,3936
France,Power,2020,January,Million Cubic Meter,569
France,Industrial,2020,January,Million Cubic Meter,1301
France,Household,2020,January,Million Cubic Meter,3954
France,Power,2020,February,Million Cubic Meter,309
France,Industrial,2020,February,Million Cubic Meter,1156
France,Household,2020,February,Million Cubic Meter,3217
France,Power,2020,March,Million Cubic Meter,283
France,Industrial,2020,March,Million Cubic Meter,1102
France,Household,2020,March,Million Cubic Meter,3019
France,Power,2020,April,Million Cubic Meter,21
France,Industrial,2020,April,Million Cubic Meter,814
France,Household,2020,April,Million Cubic Meter,1369
France,Power,2020,May,Million Cubic Meter,144
France,Industrial,2020,May,Million Cubic Meter,882
France,Household,2020,May,Million Cubic Meter,1049
France,Power,2020,June,Million Cubic Meter,392
France,Industrial,2020,June,Million Cubic Meter,846
France,Household,2020,June,Million Cubic Meter,762
France,Power,2020,July,Million Cubic Meter,403
France,Industrial,2020,July,Million Cubic Meter,847
France,Household,2020,July,Million Cubic Meter,669
France,Power,2020,August,Million Cubic Meter,400
France,Industrial,2020,August,Million Cubic Meter,752
France,Household,2020,August,Million Cubic Meter,558
France,Power,2020,September,Million Cubic Meter,395
France,Industrial,2020,September,Million Cubic Meter,902
France,Household,2020,September,Million Cubic Meter,808
France,Power,2020,October,Million Cubic Meter,335
France,Industrial,2020,October,Million Cubic Meter,1082
France,Household,2020,October,Million Cubic Meter,2071
France,Power,2020,November,Million Cubic Meter,448
France,Industrial,2020,November,Million Cubic Meter,1193
France,Household,2020,November,Million Cubic Meter,2854
France,Power,2020,December,Million Cubic Meter,439
France,Industrial,2020,December,Million Cubic Meter,1240
France,Household,2020,December,Million Cubic Meter,3834
France,Power,2019,January,Million Cubic Meter,629
France,Industrial,2019,January,Million Cubic Meter,1417
France,Household,2019,January,Million Cubic Meter,4556
France,Power,2019,February,Million Cubic Meter,438
France,Industrial,2019,February,Million Cubic Meter,1177
France,Household,2019,February,Million Cubic Meter,3377
France,Power,2019,March,Million Cubic Meter,206
France,Industrial,2019,March,Million Cubic Meter,1215
France,Household,2019,March,Million Cubic Meter,2946
France,Power,2019,April,Million Cubic Meter,278
France,Industrial,2019,April,Million Cubic Meter,1016
France,Household,2019,April,Million Cubic Meter,1999
France,Power,2019,May,Million Cubic Meter,261
France,Industrial,2019,May,Million Cubic Meter,1004
France,Household,2019,May,Million Cubic Meter,1476
France,Power,2019,June,Million Cubic Meter,248
France,Industrial,2019,June,Million Cubic Meter,892
France,Household,2019,June,Million Cubic Meter,733
France,Power,2019,July,Million Cubic Meter,428
France,Industrial,2019,July,Million Cubic Meter,897
France,Household,2019,July,Million Cubic Meter,619
France,Power,2019,August,Million Cubic Meter,288
France,Industrial,2019,August,Million Cubic Meter,815
France,Household,2019,August,Million Cubic Meter,554
France,Power,2019,September,Million Cubic Meter,433
France,Industrial,2019,September,Million Cubic Meter,864
France,Household,2019,September,Million Cubic Meter,750
France,Power,2019,October,Million Cubic Meter,503
France,Industrial,2019,October,Million Cubic Meter,980
France,Household,2019,October,Million Cubic Meter,1575
France,Power,2019,November,Million Cubic Meter,594
France,Industrial,2019,November,Million Cubic Meter,1260
France,Household,2019,November,Million Cubic Meter,3221
France,Power,2019,December,Million Cubic Meter,373
France,Industrial,2019,December,Million Cubic Meter,1295
France,Household,2019,December,Million Cubic Meter,3705
Germany,Power,2024,January,Million Cubic Meter,1245.576048
Germany,Industrial,2024,January,Million Cubic Meter,4379.423952
Germany,Household,2024,January,Million Cubic Meter,6026
Germany,Power,2024,February,Million Cubic Meter,931.490333
Germany,Industrial,2024,February,Million Cubic Meter,3476.509667
Germany,Household,2024,February,Million Cubic Meter,3930
Germany,Power,2024,March,Million Cubic Meter,929.846702
Germany,Industrial,2024,March,Million Cubic Meter,3464.153298
Germany,Household,2024,March,Million Cubic Meter,3502
Germany,Power,2024,April,Million Cubic Meter,756.22081
Germany,Industrial,2024,April,Million Cubic Meter,3143.77919
Germany,Household,2024,April,Million Cubic Meter,2480
Germany,Power,2024,May,Million Cubic Meter,675.441762
Germany,Industrial,2024,May,Million Cubic Meter,2757.558238
Germany,Household,2024,May,Million Cubic Meter,1063
Germany,Power,2024,June,Million Cubic Meter,665.45219
Germany,Industrial,2024,June,Million Cubic Meter,2539.54781
Germany,Household,2024,June,Million Cubic Meter,846
Germany,Power,2024,July,Million Cubic Meter,619.767143
Germany,Industrial,2024,July,Million Cubic Meter,2462.232857
Germany,Household,2024,July,Million Cubic Meter,638
Germany,Power,2024,August,Million Cubic Meter,653.392429
Germany,Industrial,2024,August,Million Cubic Meter,2325.607571
Germany,Household,2024,August,Million Cubic Meter,561
Germany,Power,2024,September,Million Cubic Meter,610.929286
Germany,Industrial,2024,September,Million Cubic Meter,2606.070714
Germany,Household,2024,September,Million Cubic Meter,1009
Germany,Power,2024,October,Million Cubic Meter,733.206859
Germany,Industrial,2024,October,Million Cubic Meter,3190.793141
Germany,Household,2024,October,Million Cubic Meter,2285
Germany,Power,2024,November,Million Cubic Meter,1345.155667
Germany,Industrial,2024,November,Million Cubic Meter,3794.844333
Germany,Household,2024,November,Million Cubic Meter,4183
Germany,Power,2024,December,Million Cubic Meter,1269.186952
Germany,Industrial,2024,December,Million Cubic Meter,4015.813048
Germany,Household,2024,December,Million Cubic Meter,5291
Germany,Power,2023,January,Million Cubic Meter,712.057565
Germany,Industrial,2023,January,Million Cubic Meter,3978.942435
Germany,Household,2023,January,Million Cubic Meter,5046
Germany,Power,2023,February,Million Cubic Meter,983.967254
Germany,Industrial,2023,February,Million Cubic Meter,3419.032746
Germany,Household,2023,February,Million Cubic Meter,4557
Germany,Power,2023,March,Million Cubic Meter,918.087072
Germany,Industrial,2023,March,Million Cubic Meter,3509.912928
Germany,Household,2023,March,Million Cubic Meter,4160
Germany,Power,2023,April,Million Cubic Meter,679.009298
Germany,Industrial,2023,April,Million Cubic Meter,3074.990702
Germany,Household,2023,April,Million Cubic Meter,3000
Germany,Power,2023,May,Million Cubic Meter,667.382836
Germany,Industrial,2023,May,Million Cubic Meter,2521.617164
Germany,Household,2023,May,Million Cubic Meter,1402
Germany,Power,2023,June,Million Cubic Meter,775.915043
Germany,Industrial,2023,June,Million Cubic Meter,2233.084957
Germany,Household,2023,June,Million Cubic Meter,640
Germany,Power,2023,July,Million Cubic Meter,705.765492
Germany,Industrial,2023,July,Million Cubic Meter,2211.234508
Germany,Household,2023,July,Million Cubic Meter,620
Germany,Power,2023,August,Million Cubic Meter,752.709243
Germany,Industrial,2023,August,Million Cubic Meter,2279.290757
Germany,Household,2023,August,Million Cubic Meter,664
Germany,Power,2023,September,Million Cubic Meter,681.896198
Germany,Industrial,2023,September,Million Cubic Meter,2327.103802
Germany,Household,2023,September,Million Cubic Meter,694
Germany,Power,2023,October,Million Cubic Meter,731.276164
Germany,Industrial,2023,October,Million Cubic Meter,2955.723836
Germany,Household,2023,October,Million Cubic Meter,1928
Germany,Power,2023,November,Million Cubic Meter,941.525333
Germany,Industrial,2023,November,Million Cubic Meter,3612.474667
Germany,Household,2023,November,Million Cubic Meter,4023
Germany,Power,2023,December,Million Cubic Meter,1001.730619
Germany,Industrial,2023,December,Million Cubic Meter,3778.269381
Germany,Household,2023,December,Million Cubic Meter,5096
Germany,Power,2022,January,Million Cubic Meter,1035.796798
Germany,Industrial,2022,January,Million Cubic Meter,4727.203202
Germany,Household,2022,January,Million Cubic Meter,6082
Germany,Power,2022,February,Million Cubic Meter,695.578907
Germany,Industrial,2022,February,Million Cubic Meter,4088.421093
Germany,Household,2022,February,Million Cubic Meter,4955
Germany,Power,2022,March,Million Cubic Meter,958.741938
Germany,Industrial,2022,March,Million Cubic Meter,4158.258062
Germany,Household,2022,March,Million Cubic Meter,4384
Germany,Power,2022,April,Million Cubic Meter,647.174141
Germany,Industrial,2022,April,Million Cubic Meter,3472.825859
Germany,Household,2022,April,Million Cubic Meter,3200
