Week of Date,Country,Unit,Value
"September 28, 2025",Lithuania,Million Cubic Meter,178.874747
"December 30, 2018",Latvia,Million Cubic Meter,206
"January 27, 2019",Latvia,Million Cubic Meter,139
"February 24, 2019",Latvia,Million Cubic Meter,132
"March 31, 2019",Latvia,Million Cubic Meter,81
"April 28, 2019",Latvia,Million Cubic Meter,70
"May 26, 2019",Latvia,Million Cubic Meter,72
"June 30, 2019",Latvia,Million Cubic Meter,72
"July 28, 2019",Latvia,Million Cubic Meter,102
"September 1, 2019",Latvia,Million Cubic Meter,118
"September 29, 2019",Latvia,Million Cubic Meter,114
"October 27, 2019",Latvia,Million Cubic Meter,127
"December 1, 2019",Latvia,Million Cubic Meter,129
"December 29, 2019",Latvia,Million Cubic Meter,122.459
"January 26, 2020",Latvia,Million Cubic Meter,121.27
"March 1, 2020",Latvia,Million Cubic Meter,105.723
"March 29, 2020",Latvia,Million Cubic Meter,80.389
"April 26, 2020",Latvia,Million Cubic Meter,69.243
"May 31, 2020",Latvia,Million Cubic Meter,69.251
"June 28, 2020",Latvia,Million Cubic Meter,40.201
"July 26, 2020",Latvia,Million Cubic Meter,74.353001
"August 30, 2020",Latvia,Million Cubic Meter,61.867001
"September 27, 2020",Latvia,Million Cubic Meter,78.619
"November 1, 2020",Latvia,Million Cubic Meter,115.779
"November 29, 2020",Latvia,Million Cubic Meter,150.688999
"December 27, 2020",Latvia,Million Cubic Meter,183.509
"January 31, 2021",Latvia,Million Cubic Meter,178.833001
"February 28, 2021",Latvia,Million Cubic Meter,136.977
"March 28, 2021",Latvia,Million Cubic Meter,79.661001
"April 25, 2021",Latvia,Million Cubic Meter,45.803
"May 30, 2021",Latvia,Million Cubic Meter,42.409
"June 27, 2021",Latvia,Million Cubic Meter,53.969
"August 1, 2021",Latvia,Million Cubic Meter,29.707001
"August 29, 2021",Latvia,Million Cubic Meter,69.486
"September 26, 2021",Latvia,Million Cubic Meter,75.941
"October 31, 2021",Latvia,Million Cubic Meter,110.108001
"November 28, 2021",Latvia,Million Cubic Meter,180.940999
"December 26, 2021",Latvia,Million Cubic Meter,138.237
"January 30, 2022",Latvia,Million Cubic Meter,103.631
"February 27, 2022",Latvia,Million Cubic Meter,93.463
"March 27, 2022",Latvia,Million Cubic Meter,61.101
"May 1, 2022",Latvia,Million Cubic Meter,31.573
"May 29, 2022",Latvia,Million Cubic Meter,19.099
"June 26, 2022",Latvia,Million Cubic Meter,19.119
"July 31, 2022",Latvia,Million Cubic Meter,40.963
"August 28, 2022",Latvia,Million Cubic Meter,37.05
"September 25, 2022",Latvia,Million Cubic Meter,28.512
"October 30, 2022",Latvia,Million Cubic Meter,101.631001
"November 27, 2022",Latvia,Million Cubic Meter,151.657999
"January 1, 2023",Latvia,Million Cubic Meter,105.061001
"January 29, 2023",Latvia,Million Cubic Meter,113.464999
"February 26, 2023",Latvia,Million Cubic Meter,95.611
"March 26, 2023",Latvia,Million Cubic Meter,39.419001
"April 30, 2023",Latvia,Million Cubic Meter,21.123
"May 28, 2023",Latvia,Million Cubic Meter,33.202317
"June 25, 2023",Latvia,Million Cubic Meter,19.901
"July 30, 2023",Latvia,Million Cubic Meter,37.575001
"August 27, 2023",Latvia,Million Cubic Meter,46.736291
"October 1, 2023",Latvia,Million Cubic Meter,62.038
"October 29, 2023",Latvia,Million Cubic Meter,96.265
"November 26, 2023",Latvia,Million Cubic Meter,115.663999
"December 31, 2023",Latvia,Million Cubic Meter,183.33
"January 28, 2024",Latvia,Million Cubic Meter,126.104
"February 25, 2024",Latvia,Million Cubic Meter,77.975001
"March 31, 2024",Latvia,Million Cubic Meter,46.4
"April 28, 2024",Latvia,Million Cubic Meter,21.001
"May 26, 2024",Latvia,Million Cubic Meter,15.534
"June 30, 2024",Latvia,Million Cubic Meter,32.822999
"July 28, 2024",Latvia,Million Cubic Meter,40.494
"September 1, 2024",Latvia,Million Cubic Meter,47.362
"September 29, 2024",Latvia,Million Cubic Meter,53.616
"October 27, 2024",Latvia,Million Cubic Meter,88.611
"December 1, 2024",Latvia,Million Cubic Meter,96.573
"December 29, 2024",Latvia,Million Cubic Meter,111.774
"January 26, 2025",Latvia,Million Cubic Meter,137.325
"February 23, 2025",Latvia,Million Cubic Meter,89.241119
"March 30, 2025",Latvia,Million Cubic Meter,52.409
"April 27, 2025",Latvia,Million Cubic Meter,32.923
"June 1, 2025",Latvia,Million Cubic Meter,17.486
"June 29, 2025",Latvia,Million Cubic Meter,30.225999
"July 27, 2025",Latvia,Million Cubic Meter,33.382
"August 31, 2025",Latvia,Million Cubic Meter,38.007
"September 28, 2025",Latvia,Million Cubic Meter,71.173
"December 30, 2018",Italy,Million Cubic Meter,10328.719043
"January 27, 2019",Italy,Million Cubic Meter,7875.113981
"February 24, 2019",Italy,Million Cubic Meter,6808.020292
"March 31, 2019",Italy,Million Cubic Meter,5332.838162
"April 28, 2019",Italy,Million Cubic Meter,4716.895404
"May 26, 2019",Italy,Million Cubic Meter,4158.354015
"June 30, 2019",Italy,Million Cubic Meter,4786.237259
"July 28, 2019",Italy,Million Cubic Meter,4048.703588
"September 1, 2019",Italy,Million Cubic Meter,4558.182904
"September 29, 2019",Italy,Million Cubic Meter,5035.654177
"October 27, 2019",Italy,Million Cubic Meter,6512.130378
"December 1, 2019",Italy,Million Cubic Meter,7836.727891
"December 29, 2019",Italy,Million Cubic Meter,9475.269006
"January 26, 2020",Italy,Million Cubic Meter,7422.05861
"March 1, 2020",Italy,Million Cubic Meter,6507.60776
"March 29, 2020",Italy,Million Cubic Meter,4047.456256
"April 26, 2020",Italy,Million Cubic Meter,3586.998675
"May 31, 2020",Italy,Million Cubic Meter,3943.720367
"June 28, 2020",Italy,Million Cubic Meter,4608.345567
"July 26, 2020",Italy,Million Cubic Meter,4090.860545
"August 30, 2020",Italy,Million Cubic Meter,4669.122515
"September 27, 2020",Italy,Million Cubic Meter,5221.28027
"November 1, 2020",Italy,Million Cubic Meter,6799.670052
"November 29, 2020",Italy,Million Cubic Meter,8607.343305
"December 27, 2020",Italy,Million Cubic Meter,9657.585528
"January 31, 2021",Italy,Million Cubic Meter,7517.104153
"February 28, 2021",Italy,Million Cubic Meter,7409.96888
"March 28, 2021",Italy,Million Cubic Meter,5889.220703
"April 25, 2021",Italy,Million Cubic Meter,4120.099824
"May 30, 2021",Italy,Million Cubic Meter,4100.250546
"June 27, 2021",Italy,Million Cubic Meter,4553.288453
"August 1, 2021",Italy,Million Cubic Meter,3771.08308
"August 29, 2021",Italy,Million Cubic Meter,4675.696371
"September 26, 2021",Italy,Million Cubic Meter,5366.673343
"October 31, 2021",Italy,Million Cubic Meter,7469.845354
"November 28, 2021",Italy,Million Cubic Meter,9328.912245
"December 26, 2021",Italy,Million Cubic Meter,9524.170899
"January 30, 2022",Italy,Million Cubic Meter,7569.671753
"February 27, 2022",Italy,Million Cubic Meter,7716.453858
"March 27, 2022",Italy,Million Cubic Meter,5126.234741
"May 1, 2022",Italy,Million Cubic Meter,4032.850463
"May 29, 2022",Italy,Million Cubic Meter,4022.618164
"June 26, 2022",Italy,Million Cubic Meter,4285.838134
"July 31, 2022",Italy,Million Cubic Meter,3610.731629
"August 28, 2022",Italy,Million Cubic Meter,3883.869812
"September 25, 2022",Italy,Million Cubic Meter,3951.936768
"October 30, 2022",Italy,Million Cubic Meter,5400.68866
"November 27, 2022",Italy,Million Cubic Meter,7164.691711
"January 1, 2023",Italy,Million Cubic Meter,7306.473572
"January 29, 2023",Italy,Million Cubic Meter,6897.224854
"February 26, 2023",Italy,Million Cubic Meter,5717.700318
"March 26, 2023",Italy,Million Cubic Meter,4414.604431
"April 30, 2023",Italy,Million Cubic Meter,3680.176635
"May 28, 2023",Italy,Million Cubic Meter,3510.766663
"June 25, 2023",Italy,Million Cubic Meter,4147.687439
"July 30, 2023",Italy,Million Cubic Meter,3209.904175
"August 27, 2023",Italy,Million Cubic Meter,3894.545776
"October 1, 2023",Italy,Million Cubic Meter,4149.155151
"October 29, 2023",Italy,Million Cubic Meter,5560.676391
"November 26, 2023",Italy,Million Cubic Meter,7064.727295
"December 31, 2023",Italy,Million Cubic Meter,7733.764343
"January 28, 2024",Italy,Million Cubic Meter,6228.550781
"February 25, 2024",Italy,Million Cubic Meter,5529.313232
"March 31, 2024",Italy,Million Cubic Meter,3954.358094
"April 28, 2024",Italy,Million Cubic Meter,3407.285888
"May 26, 2024",Italy,Million Cubic Meter,3313.294983
"June 30, 2024",Italy,Million Cubic Meter,4093.51947
"July 28, 2024",Italy,Million Cubic Meter,3556.089172
"September 1, 2024",Italy,Million Cubic Meter,3942.01239
"September 29, 2024",Italy,Million Cubic Meter,4177.751343
"October 27, 2024",Italy,Million Cubic Meter,6326.483154
"December 1, 2024",Italy,Million Cubic Meter,7750.339966
"December 29, 2024",Italy,Million Cubic Meter,7940.922019
"January 26, 2025",Italy,Million Cubic Meter,7192.158433
"February 23, 2025",Italy,Million Cubic Meter,6048.078815
"March 30, 2025",Italy,Million Cubic Meter,3993.213457
"April 27, 2025",Italy,Million Cubic Meter,3173.902176
"June 1, 2025",Italy,Million Cubic Meter,3435.853364
"June 29, 2025",Italy,Million Cubic Meter,3909.689803
"July 27, 2025",Italy,Million Cubic Meter,2644.076153
"August 31, 2025",Italy,Million Cubic Meter,3422.360427
"December 30, 2018",Hungary,Million Cubic Meter,1729.842476
"January 27, 2019",Hungary,Million Cubic Meter,1229.878244
"February 24, 2019",Hungary,Million Cubic Meter,1005.458571
"March 31, 2019",Hungary,Million Cubic Meter,743.909683
"April 28, 2019",Hungary,Million Cubic Meter,664.121285
"May 26, 2019",Hungary,Million Cubic Meter,445.492783
"June 30, 2019",Hungary,Million Cubic Meter,507.036979
"July 28, 2019",Hungary,Million Cubic Meter,539.903339
"September 1, 2019",Hungary,Million Cubic Meter,639.698768
"September 29, 2019",Hungary,Million Cubic Meter,919.740497
"October 27, 2019",Hungary,Million Cubic Meter,1092.065423
"December 1, 2019",Hungary,Million Cubic Meter,1417.546111
"December 29, 2019",Hungary,Million Cubic Meter,1713.810984
"January 26, 2020",Hungary,Million Cubic Meter,1324.069106
"March 1, 2020",Hungary,Million Cubic Meter,1167.895767
"March 29, 2020",Hungary,Million Cubic Meter,729.632254
"April 26, 2020",Hungary,Million Cubic Meter,563.382481
"May 31, 2020",Hungary,Million Cubic Meter,512.701408
"June 28, 2020",Hungary,Million Cubic Meter,549.211302
"July 26, 2020",Hungary,Million Cubic Meter,525.185916
"August 30, 2020",Hungary,Million Cubic Meter,596.069434
"September 27, 2020",Hungary,Million Cubic Meter,957.820095
"November 1, 2020",Hungary,Million Cubic Meter,1321.80556
"November 29, 2020",Hungary,Million Cubic Meter,1407.285211
"December 27, 2020",Hungary,Million Cubic Meter,1742.334202
"January 31, 2021",Hungary,Million Cubic Meter,1483.399171
"February 28, 2021",Hungary,Million Cubic Meter,1383.80222
"March 28, 2021",Hungary,Million Cubic Meter,1080.709902
"April 25, 2021",Hungary,Million Cubic Meter,751.490093
"May 30, 2021",Hungary,Million Cubic Meter,545.866701
"June 27, 2021",Hungary,Million Cubic Meter,571.293381
"August 1, 2021",Hungary,Million Cubic Meter,557.939066
"August 29, 2021",Hungary,Million Cubic Meter,587.570704
"September 26, 2021",Hungary,Million Cubic Meter,1099.952966
"October 31, 2021",Hungary,Million Cubic Meter,1454.43731
"November 28, 2021",Hungary,Million Cubic Meter,1762.122863
"December 26, 2021",Hungary,Million Cubic Meter,1803.720385
"January 30, 2022",Hungary,Million Cubic Meter,1421.327261
"February 27, 2022",Hungary,Million Cubic Meter,1377.929598
"March 27, 2022",Hungary,Million Cubic Meter,942.30789
"May 1, 2022",Hungary,Million Cubic Meter,522.829604
"May 29, 2022",Hungary,Million Cubic Meter,483.645597
"June 26, 2022",Hungary,Million Cubic Meter,521.955477
"July 31, 2022",Hungary,Million Cubic Meter,462.954912
"August 28, 2022",Hungary,Million Cubic Meter,543.778379
"September 25, 2022",Hungary,Million Cubic Meter,671.735244
"October 30, 2022",Hungary,Million Cubic Meter,1069.190601
"November 27, 2022",Hungary,Million Cubic Meter,1349.371378
"January 1, 2023",Hungary,Million Cubic Meter,1265.982289
"January 29, 2023",Hungary,Million Cubic Meter,1242.22922
"February 26, 2023",Hungary,Million Cubic Meter,1024.362636
"March 26, 2023",Hungary,Million Cubic Meter,811.332395
"April 30, 2023",Hungary,Million Cubic Meter,543.180644
"May 28, 2023",Hungary,Million Cubic Meter,464.923159
"June 25, 2023",Hungary,Million Cubic Meter,504.424662
"July 30, 2023",Hungary,Million Cubic Meter,464.746863
"August 27, 2023",Hungary,Million Cubic Meter,474.351293
"October 1, 2023",Hungary,Million Cubic Meter,683.973403
"October 29, 2023",Hungary,Million Cubic Meter,1070.728382
"November 26, 2023",Hungary,Million Cubic Meter,1319.939893
"December 31, 2023",Hungary,Million Cubic Meter,1465.122152
"January 28, 2024",Hungary,Million Cubic Meter,1004.171839
"February 25, 2024",Hungary,Million Cubic Meter,944.797721
"March 31, 2024",Hungary,Million Cubic Meter,647.998905
"April 28, 2024",Hungary,Million Cubic Meter,502.263329
"May 26, 2024",Hungary,Million Cubic Meter,433.794238
"June 30, 2024",Hungary,Million Cubic Meter,444.322286
"July 28, 2024",Hungary,Million Cubic Meter,434.284324
"September 1, 2024",Hungary,Million Cubic Meter,519.908571
"September 29, 2024",Hungary,Million Cubic Meter,796.268423
"October 27, 2024",Hungary,Million Cubic Meter,1280.576857
"December 1, 2024",Hungary,Million Cubic Meter,1438.976667
"December 29, 2024",Hungary,Million Cubic Meter,1525.370762
"January 26, 2025",Hungary,Million Cubic Meter,1462.646476
"February 23, 2025",Hungary,Million Cubic Meter,1056.30458
"March 30, 2025",Hungary,Million Cubic Meter,689.756952
"April 27, 2025",Hungary,Million Cubic Meter,529.153334
"June 1, 2025",Hungary,Million Cubic Meter,381.635274
"June 29, 2025",Hungary,Million Cubic Meter,421.666428
"July 27, 2025",Hungary,Million Cubic Meter,346.162
"August 31, 2025",Hungary,Million Cubic Meter,465.249371
"September 28, 2025",Hungary,Million Cubic Meter,952.370542
"December 30, 2018",Greece,Million Cubic Meter,710.683939
"January 27, 2019",Greece,Million Cubic Meter,515.561469
"February 24, 2019",Greece,Million Cubic Meter,398.517283
"March 31, 2019",Greece,Million Cubic Meter,370.531922
"April 28, 2019",Greece,Million Cubic Meter,336.65797
"May 26, 2019",Greece,Million Cubic Meter,412.513683
"June 30, 2019",Greece,Million Cubic Meter,511.562937
"July 28, 2019",Greece,Million Cubic Meter,467.507881
"September 1, 2019",Greece,Million Cubic Meter,451.202977
"September 29, 2019",Greece,Million Cubic Meter,425.749116
"October 27, 2019",Greece,Million Cubic Meter,401.381608
"December 1, 2019",Greece,Million Cubic Meter,465.485
"December 29, 2019",Greece,Million Cubic Meter,635.577292
"January 26, 2020",Greece,Million Cubic Meter,500.92569
"March 1, 2020",Greece,Million Cubic Meter,471.044215
"March 29, 2020",Greece,Million Cubic Meter,387.526611
"April 26, 2020",Greece,Million Cubic Meter,388.564764
"May 31, 2020",Greece,Million Cubic Meter,437.296577
"June 28, 2020",Greece,Million Cubic Meter,568.382422
"July 26, 2020",Greece,Million Cubic Meter,528.625577
"August 30, 2020",Greece,Million Cubic Meter,486.436136
"September 27, 2020",Greece,Million Cubic Meter,452.33844
"November 1, 2020",Greece,Million Cubic Meter,528.131608
"November 29, 2020",Greece,Million Cubic Meter,625.160686
"December 27, 2020",Greece,Million Cubic Meter,652.382073
"January 31, 2021",Greece,Million Cubic Meter,466.409375
"February 28, 2021",Greece,Million Cubic Meter,561.917247
"March 28, 2021",Greece,Million Cubic Meter,566.47033
"April 25, 2021",Greece,Million Cubic Meter,414.516902
"May 30, 2021",Greece,Million Cubic Meter,557.346254
"June 27, 2021",Greece,Million Cubic Meter,636.928191
"August 1, 2021",Greece,Million Cubic Meter,600.640539
"August 29, 2021",Greece,Million Cubic Meter,539.804832
"September 26, 2021",Greece,Million Cubic Meter,511.374936
"October 31, 2021",Greece,Million Cubic Meter,531.853219
"November 28, 2021",Greece,Million Cubic Meter,623.271478
"December 26, 2021",Greece,Million Cubic Meter,602.574811
"January 30, 2022",Greece,Million Cubic Meter,521.521938
"February 27, 2022",Greece,Million Cubic Meter,660.833456
"March 27, 2022",Greece,Million Cubic Meter,305.630959
"May 1, 2022",Greece,Million Cubic Meter,355.735784
"May 29, 2022",Greece,Million Cubic Meter,440.747191
"June 26, 2022",Greece,Million Cubic Meter,555.157333
"July 31, 2022",Greece,Million Cubic Meter,528.820571
"August 28, 2022",Greece,Million Cubic Meter,333.074071
"September 25, 2022",Greece,Million Cubic Meter,255.032133
"October 30, 2022",Greece,Million Cubic Meter,366.33131
"November 27, 2022",Greece,Million Cubic Meter,488.557369
"January 1, 2023",Greece,Million Cubic Meter,388.904979
"January 29, 2023",Greece,Million Cubic Meter,410.895021
"February 26, 2023",Greece,Million Cubic Meter,379.705525
"March 26, 2023",Greece,Million Cubic Meter,369.638966
"April 30, 2023",Greece,Million Cubic Meter,303.441024
"May 28, 2023",Greece,Million Cubic Meter,406.748819
"June 25, 2023",Greece,Million Cubic Meter,504.04533
"July 30, 2023",Greece,Million Cubic Meter,439.496839
"August 27, 2023",Greece,Million Cubic Meter,422.347758
"October 1, 2023",Greece,Million Cubic Meter,410.253692
"October 29, 2023",Greece,Million Cubic Meter,349.875168
"November 26, 2023",Greece,Million Cubic Meter,463.665769
"December 31, 2023",Greece,Million Cubic Meter,575.01229
"January 28, 2024",Greece,Million Cubic Meter,465.178525
"February 25, 2024",Greece,Million Cubic Meter,503.792122
"March 31, 2024",Greece,Million Cubic Meter,399.649566
"April 28, 2024",Greece,Million Cubic Meter,473.788442
"May 26, 2024",Greece,Million Cubic Meter,514.435688
"June 30, 2024",Greece,Million Cubic Meter,594.611545
"July 28, 2024",Greece,Million Cubic Meter,548.012019
"September 1, 2024",Greece,Million Cubic Meter,463.388288
"September 29, 2024",Greece,Million Cubic Meter,450.13334
"October 27, 2024",Greece,Million Cubic Meter,637.708819
"December 1, 2024",Greece,Million Cubic Meter,678.11747
"December 29, 2024",Greece,Million Cubic Meter,725.472149
"January 26, 2025",Greece,Million Cubic Meter,736.195482
"February 23, 2025",Greece,Million Cubic Meter,487.865286
"March 30, 2025",Greece,Million Cubic Meter,368.39522
"April 27, 2025",Greece,Million Cubic Meter,377.405986
"June 1, 2025",Greece,Million Cubic Meter,479.224492
"June 29, 2025",Greece,Million Cubic Meter,540.272544
"July 27, 2025",Greece,Million Cubic Meter,369.302667
"December 30, 2018",Germany,Million Cubic Meter,13034.761905
"January 27, 2019",Germany,Million Cubic Meter,10034.666667
"February 24, 2019",Germany,Million Cubic Meter,9329.523809
"March 31, 2019",Germany,Million Cubic Meter,7011.428572
"April 28, 2019",Germany,Million Cubic Meter,6539.523809
"May 26, 2019",Germany,Million Cubic Meter,4291.428571
"June 30, 2019",Germany,Million Cubic Meter,4593.904762
"July 28, 2019",Germany,Million Cubic Meter,4410.857143
"September 1, 2019",Germany,Million Cubic Meter,5322.857143
"September 29, 2019",Germany,Million Cubic Meter,7481.333333
"October 27, 2019",Germany,Million Cubic Meter,10068.571429
"December 1, 2019",Germany,Million Cubic Meter,10950.380953
"December 29, 2019",Germany,Million Cubic Meter,11703.238095
"January 26, 2020",Germany,Million Cubic Meter,10064.380952
"March 1, 2020",Germany,Million Cubic Meter,9801.904762
"March 29, 2020",Germany,Million Cubic Meter,6302.857142
"April 26, 2020",Germany,Million Cubic Meter,5789.619048
"May 31, 2020",Germany,Million Cubic Meter,4791.428571
"June 28, 2020",Germany,Million Cubic Meter,4818.285714
"July 26, 2020",Germany,Million Cubic Meter,4534.857143
"August 30, 2020",Germany,Million Cubic Meter,5242.857143
"September 27, 2020",Germany,Million Cubic Meter,7809.047619
"November 1, 2020",Germany,Million Cubic Meter,9717.142857
"November 29, 2020",Germany,Million Cubic Meter,11602.857143
"December 27, 2020",Germany,Million Cubic Meter,13096.761921
"January 31, 2021",Germany,Million Cubic Meter,11346.66666
"February 28, 2021",Germany,Million Cubic Meter,10684.666677
"March 28, 2021",Germany,Million Cubic Meter,8974.28571
"April 25, 2021",Germany,Million Cubic Meter,6825.904756
"May 30, 2021",Germany,Million Cubic Meter,4491.42858
"June 27, 2021",Germany,Million Cubic Meter,4407.904756
"August 1, 2021",Germany,Million Cubic Meter,4328.190457
"August 29, 2021",Germany,Million Cubic Meter,4805.71428
"September 26, 2021",Germany,Million Cubic Meter,7289.428567
"October 31, 2021",Germany,Million Cubic Meter,10128.57144
"November 28, 2021",Germany,Million Cubic Meter,11620.571433
"December 26, 2021",Germany,Million Cubic Meter,11845
"January 30, 2022",Germany,Million Cubic Meter,9739
"February 27, 2022",Germany,Million Cubic Meter,9501
"March 27, 2022",Germany,Million Cubic Meter,7320
"May 1, 2022",Germany,Million Cubic Meter,4795
"May 29, 2022",Germany,Million Cubic Meter,3920
"June 26, 2022",Germany,Million Cubic Meter,3602
"July 31, 2022",Germany,Million Cubic Meter,3422
"August 28, 2022",Germany,Million Cubic Meter,4183
"September 25, 2022",Germany,Million Cubic Meter,5078
"October 30, 2022",Germany,Million Cubic Meter,7309
"November 27, 2022",Germany,Million Cubic Meter,10224
"January 1, 2023",Germany,Million Cubic Meter,9737
"January 29, 2023",Germany,Million Cubic Meter,8960
"February 26, 2023",Germany,Million Cubic Meter,8588
"March 26, 2023",Germany,Million Cubic Meter,6754
"April 30, 2023",Germany,Million Cubic Meter,4591
"May 28, 2023",Germany,Million Cubic Meter,3649
"June 25, 2023",Germany,Million Cubic Meter,3537
"July 30, 2023",Germany,Million Cubic Meter,3696
"August 27, 2023",Germany,Million Cubic Meter,3703
"October 1, 2023",Germany,Million Cubic Meter,5615
"October 29, 2023",Germany,Million Cubic Meter,8577
"November 26, 2023",Germany,Million Cubic Meter,9876
"December 31, 2023",Germany,Million Cubic Meter,11651
"January 28, 2024",Germany,Million Cubic Meter,8338
"February 25, 2024",Germany,Million Cubic Meter,7896
"March 31, 2024",Germany,Million Cubic Meter,6380
"April 28, 2024",Germany,Million Cubic Meter,4496
"May 26, 2024",Germany,Million Cubic Meter,4051
"June 30, 2024",Germany,Million Cubic Meter,3720
"July 28, 2024",Germany,Million Cubic Meter,3540
"September 1, 2024",Germany,Million Cubic Meter,4226
"September 29, 2024",Germany,Million Cubic Meter,6209
"October 27, 2024",Germany,Million Cubic Meter,9323
"December 1, 2024",Germany,Million Cubic Meter,10576
"December 29, 2024",Germany,Million Cubic Meter,11771
"January 26, 2025",Germany,Million Cubic Meter,10475
"February 23, 2025",Germany,Million Cubic Meter,8494
"March 30, 2025",Germany,Million Cubic Meter,5769
"April 27, 2025",Germany,Million Cubic Meter,4626
"June 1, 2025",Germany,Million Cubic Meter,3528
"June 29, 2025",Germany,Million Cubic Meter,3558
"July 27, 2025",Germany,Million Cubic Meter,3466
"December 30, 2018",France,Million Cubic Meter,6602
"January 27, 2019",France,Million Cubic Meter,4992
"February 24, 2019",France,Million Cubic Meter,4367
"March 31, 2019",France,Million Cubic Meter,3293
"April 28, 2019",France,Million Cubic Meter,2741
"May 26, 2019",France,Million Cubic Meter,1873
"June 30, 2019",France,Million Cubic Meter,1944
"July 28, 2019",France,Million Cubic Meter,1657
"September 1, 2019",France,Million Cubic Meter,2047
"September 29, 2019",France,Million Cubic Meter,3058
"October 27, 2019",France,Million Cubic Meter,5075
"December 1, 2019",France,Million Cubic Meter,5373
"December 29, 2019",France,Million Cubic Meter,5824
"January 26, 2020",France,Million Cubic Meter,4682
"March 1, 2020",France,Million Cubic Meter,4404
"March 29, 2020",France,Million Cubic Meter,2204
"April 26, 2020",France,Million Cubic Meter,2075
"May 31, 2020",France,Million Cubic Meter,2000
"June 28, 2020",France,Million Cubic Meter,1919
"July 26, 2020",France,Million Cubic Meter,1710
"August 30, 2020",France,Million Cubic Meter,2105
"September 27, 2020",France,Million Cubic Meter,3488
"November 1, 2020",France,Million Cubic Meter,4495
"November 29, 2020",France,Million Cubic Meter,5513
"December 27, 2020",France,Million Cubic Meter,6320
"January 31, 2021",France,Million Cubic Meter,4933
"February 28, 2021",France,Million Cubic Meter,4832
"March 28, 2021",France,Million Cubic Meter,3752
"April 25, 2021",France,Million Cubic Meter,2700
"May 30, 2021",France,Million Cubic Meter,1746
"June 27, 2021",France,Million Cubic Meter,1670
"August 1, 2021",France,Million Cubic Meter,1422
"August 29, 2021",France,Million Cubic Meter,1809
"September 26, 2021",France,Million Cubic Meter,3057
"October 31, 2021",France,Million Cubic Meter,5185
"November 28, 2021",France,Million Cubic Meter,5675
"December 26, 2021",France,Million Cubic Meter,6163
"January 30, 2022",France,Million Cubic Meter,4623
"February 27, 2022",France,Million Cubic Meter,4336
"March 27, 2022",France,Million Cubic Meter,3277
"May 1, 2022",France,Million Cubic Meter,2102
"May 29, 2022",France,Million Cubic Meter,1773
"June 26, 2022",France,Million Cubic Meter,1775
"July 31, 2022",France,Million Cubic Meter,1623
"August 28, 2022",France,Million Cubic Meter,2048
"September 25, 2022",France,Million Cubic Meter,2440
"October 30, 2022",France,Million Cubic Meter,3784
"November 27, 2022",France,Million Cubic Meter,5256
"January 1, 2023",France,Million Cubic Meter,5096
"January 29, 2023",France,Million Cubic Meter,4636
"February 26, 2023",France,Million Cubic Meter,4018
"March 26, 2023",France,Million Cubic Meter,2906
"April 30, 2023",France,Million Cubic Meter,1808
"May 28, 2023",France,Million Cubic Meter,1525
"June 25, 2023",France,Million Cubic Meter,1471
"July 30, 2023",France,Million Cubic Meter,1358
"August 27, 2023",France,Million Cubic Meter,1490
"October 1, 2023",France,Million Cubic Meter,2100
"October 29, 2023",France,Million Cubic Meter,3778
"November 26, 2023",France,Million Cubic Meter,4441
"December 31, 2023",France,Million Cubic Meter,5279
"January 28, 2024",France,Million Cubic Meter,3747
"February 25, 2024",France,Million Cubic Meter,3526
"March 31, 2024",France,Million Cubic Meter,2511
"April 28, 2024",France,Million Cubic Meter,1760
"May 26, 2024",France,Million Cubic Meter,1447
"June 30, 2024",France,Million Cubic Meter,1374
"July 28, 2024",France,Million Cubic Meter,1119
"September 1, 2024",France,Million Cubic Meter,1537
"September 29, 2024",France,Million Cubic Meter,2164
"October 27, 2024",France,Million Cubic Meter,3780
"December 1, 2024",France,Million Cubic Meter,4595
"December 29, 2024",France,Million Cubic Meter,5109
"January 26, 2025",France,Million Cubic Meter,4264
"February 23, 2025",France,Million Cubic Meter,3479
"March 30, 2025",France,Million Cubic Meter,2014
"April 27, 2025",France,Million Cubic Meter,1465
"June 1, 2025",France,Million Cubic Meter,1228
"June 29, 2025",France,Million Cubic Meter,1236
"July 27, 2025",France,Million Cubic Meter,1109
"August 31, 2025",France,Million Cubic Meter,1401
"December 30, 2018",Finland,Million Cubic Meter,384
"January 27, 2019",Finland,Million Cubic Meter,278
"February 24, 2019",Finland,Million Cubic Meter,269
"March 31, 2019",Finland,Million Cubic Meter,213
"April 28, 2019",Finland,Million Cubic Meter,155
"May 26, 2019",Finland,Million Cubic Meter,155
"June 30, 2019",Finland,Million Cubic Meter,153
"July 28, 2019",Finland,Million Cubic Meter,149.999619
"September 1, 2019",Finland,Million Cubic Meter,169.999571
"September 29, 2019",Finland,Million Cubic Meter,208.000143
"October 27, 2019",Finland,Million Cubic Meter,208.000429
"December 1, 2019",Finland,Million Cubic Meter,226.000381
"December 29, 2019",Finland,Million Cubic Meter,255
"January 26, 2020",Finland,Million Cubic Meter,230.5
"March 1, 2020",Finland,Million Cubic Meter,238.5
"March 29, 2020",Finland,Million Cubic Meter,183
"April 26, 2020",Finland,Million Cubic Meter,164
"May 31, 2020",Finland,Million Cubic Meter,166
"June 28, 2020",Finland,Million Cubic Meter,155
"July 26, 2020",Finland,Million Cubic Meter,169
